CustomerID,Total_Orders,Total_Quantity,Total_Spending,Average_Order_Value,Average_Unit_Price,Average_Items_In_Cart,First_Purchase,Last_Purchase,Customer_Tenure,Days_Since_Last_Order,Purchase_Frequency,Favorite_Product,Preferred_Payment,Preferred_Referral,Cluster
C72664,1,1.0,627.15,627.15,627.15,5.0,2024-09-07,2024-09-07,296,296,0.0,Desk,Cash,Instagram,7
C72862,1,1.0,84.8,84.8,84.8,5.0,2023-01-08,2023-01-08,904,904,0.0,Tablet,Gift Card,Instagram,3
C73225,1,2.0,1100.36,1100.36,550.18,3.0,2025-04-21,2025-04-21,70,70,0.01,Phone,Gift Card,Referral,2
C73289,1,3.0,1945.77,1945.77,648.59,4.0,2024-06-06,2024-06-06,389,389,0.0,Chair,Debit Card,Email,5
C73370,1,1.0,44.35,44.35,44.35,1.0,2024-04-27,2024-04-27,429,429,0.0,Laptop,Gift Card,Instagram,0
C73514,1,3.0,1395.15,1395.15,465.05,3.0,2023-09-08,2023-09-08,661,661,0.0,Desk,Credit Card,Email,7
C73575,1,5.0,3219.45,3219.45,643.89,8.0,2023-01-12,2023-01-12,900,900,0.0,Monitor,Cash,Facebook,5
C73587,1,4.0,1632.84,1632.84,408.21,9.0,2023-07-20,2023-07-20,711,711,0.0,Phone,Credit Card,Instagram,2
C73629,1,1.0,265.64,265.64,265.64,3.0,2024-09-22,2024-09-22,281,281,0.0,Desk,Credit Card,Instagram,7
C73813,1,4.0,445.2,445.2,111.3,7.0,2023-03-02,2023-03-02,851,851,0.0,Printer,Debit Card,Email,1
C73873,1,2.0,661.38,661.38,330.69,5.0,2023-06-01,2023-06-01,760,760,0.0,Desk,Online,Google,7
C73893,1,5.0,1638.4,1638.4,327.68,6.0,2023-10-22,2023-10-22,617,617,0.0,Printer,Credit Card,Facebook,1
C73941,1,2.0,1250.44,1250.44,625.22,5.0,2023-03-04,2023-03-04,849,849,0.0,Phone,Online,Google,2
C73961,1,4.0,530.24,530.24,132.56,8.0,2023-07-12,2023-07-12,719,719,0.0,Tablet,Cash,Instagram,3
C73996,1,2.0,287.64,287.64,143.82,6.0,2024-04-13,2024-04-13,443,443,0.0,Tablet,Credit Card,Instagram,3
C73999,1,2.0,375.76,375.76,187.88,4.0,2023-06-04,2023-06-04,757,757,0.0,Tablet,Online,Facebook,3
C74003,1,4.0,1221.28,1221.28,305.32,4.0,2023-03-27,2023-03-27,826,826,0.0,Printer,Online,Google,1
C74005,1,5.0,2240.75,2240.75,448.15,7.0,2023-06-07,2023-06-07,754,754,0.0,Chair,Gift Card,Google,5
C74138,1,2.0,196.94,196.94,98.47,3.0,2023-12-19,2023-12-19,559,559,0.0,Monitor,Cash,Instagram,6
C74169,1,1.0,310.93,310.93,310.93,3.0,2023-01-11,2023-01-11,901,901,0.0,Printer,Online,Facebook,1
C74359,1,5.0,1841.25,1841.25,368.25,5.0,2025-06-24,2025-06-24,6,6,0.14,Laptop,Online,Instagram,0
C74499,1,2.0,744.46,744.46,372.23,7.0,2023-05-18,2023-05-18,774,774,0.0,Desk,Gift Card,Email,7
C74519,1,3.0,945.81,945.81,315.27,4.0,2023-10-23,2023-10-23,616,616,0.0,Phone,Credit Card,Email,2
C74562,1,1.0,220.77,220.77,220.77,5.0,2024-04-21,2024-04-21,435,435,0.0,Tablet,Gift Card,Instagram,3
C74866,1,3.0,1994.37,1994.37,664.79,6.0,2023-02-17,2023-02-17,864,864,0.0,Phone,Online,Facebook,5
C74928,1,2.0,612.48,612.48,306.24,4.0,2024-07-22,2024-07-22,343,343,0.0,Printer,Online,Email,1
C74982,1,5.0,2042.8,2042.8,408.56,8.0,2023-07-08,2023-07-08,723,723,0.0,Laptop,Debit Card,Instagram,5
C75018,1,3.0,2007.18,2007.18,669.06,7.0,2023-05-31,2023-05-31,761,761,0.0,Monitor,Cash,Facebook,6
C75439,1,3.0,344.43,344.43,114.81,7.0,2025-06-05,2025-06-05,25,25,0.04,Desk,Gift Card,Google,7
C75456,1,3.0,276.66,276.66,92.22,5.0,2024-06-23,2024-06-23,372,372,0.0,Monitor,Credit Card,Email,6
C75619,1,2.0,742.58,742.58,371.29,5.0,2023-10-07,2023-10-07,632,632,0.0,Printer,Gift Card,Facebook,1
C75739,1,2.0,302.7,302.7,151.35,3.0,2024-08-23,2024-08-23,311,311,0.0,Phone,Online,Referral,2
C75888,1,3.0,1346.7,1346.7,448.9,7.0,2023-12-11,2023-12-11,567,567,0.0,Printer,Debit Card,Instagram,1
C76140,1,4.0,826.4,826.4,206.6,6.0,2023-06-05,2023-06-05,756,756,0.0,Phone,Gift Card,Referral,2
C76207,1,5.0,2606.25,2606.25,521.25,8.0,2023-04-23,2023-04-23,799,799,0.0,Laptop,Cash,Email,5
C76362,1,3.0,709.5,709.5,236.5,8.0,2024-01-01,2024-01-01,546,546,0.0,Chair,Online,Email,1
C76653,1,4.0,1539.4,1539.4,384.85,9.0,2023-03-09,2023-03-09,844,844,0.0,Printer,Online,Instagram,1
C76675,1,3.0,1991.79,1991.79,663.93,6.0,2023-10-06,2023-10-06,633,633,0.0,Laptop,Gift Card,Email,0
C76700,1,2.0,623.82,623.82,311.91,2.0,2025-03-10,2025-03-10,112,112,0.01,Tablet,Online,Facebook,3
C76761,1,4.0,470.04,470.04,117.51,7.0,2023-03-24,2023-03-24,829,829,0.0,Printer,Debit Card,Referral,1
C76766,1,4.0,2512.48,2512.48,628.12,6.0,2024-07-16,2024-07-16,349,349,0.0,Phone,Online,Instagram,5
C76929,1,1.0,356.81,356.81,356.81,1.0,2023-10-13,2023-10-13,626,626,0.0,Desk,Online,Instagram,7
C77046,1,4.0,741.64,741.64,185.41,9.0,2023-01-22,2023-01-22,890,890,0.0,Tablet,Online,Google,3
C77085,1,4.0,1050.32,1050.32,262.58,8.0,2024-11-26,2024-11-26,216,216,0.0,Chair,Online,Email,1
C77122,1,1.0,438.37,438.37,438.37,4.0,2024-08-26,2024-08-26,308,308,0.0,Laptop,Cash,Referral,0
C77166,1,3.0,741.33,741.33,247.11,3.0,2024-05-09,2024-05-09,417,417,0.0,Laptop,Debit Card,Referral,0
C77272,1,5.0,2492.4,2492.4,498.48,8.0,2025-01-27,2025-01-27,154,154,0.01,Monitor,Online,Google,5
C77344,1,1.0,343.31,343.31,343.31,6.0,2024-07-08,2024-07-08,357,357,0.0,Chair,Gift Card,Google,1
C77357,1,1.0,474.6,474.6,474.6,4.0,2025-02-22,2025-02-22,128,128,0.01,Phone,Debit Card,Email,2
C77363,1,1.0,96.81,96.81,96.81,3.0,2024-03-08,2024-03-08,479,479,0.0,Phone,Gift Card,Referral,2
C77499,1,3.0,547.44,547.44,182.48,3.0,2023-07-08,2023-07-08,723,723,0.0,Laptop,Cash,Instagram,0
C77736,1,2.0,798.08,798.08,399.04,3.0,2025-01-02,2025-01-02,179,179,0.01,Chair,Cash,Referral,1
C77763,1,3.0,1508.31,1508.31,502.77,8.0,2023-05-29,2023-05-29,763,763,0.0,Tablet,Debit Card,Email,3
C77800,1,3.0,1378.02,1378.02,459.34,3.0,2025-01-03,2025-01-03,178,178,0.01,Tablet,Gift Card,Instagram,3
C77872,1,2.0,1027.18,1027.18,513.59,4.0,2024-01-15,2024-01-15,532,532,0.0,Phone,Online,Referral,2
C77961,1,3.0,1087.59,1087.59,362.53,5.0,2025-03-15,2025-03-15,107,107,0.01,Tablet,Debit Card,Facebook,3
C78170,1,5.0,341.7,341.7,68.34,6.0,2025-02-08,2025-02-08,142,142,0.01,Chair,Debit Card,Referral,1
C78305,1,3.0,1092.42,1092.42,364.14,7.0,2025-05-07,2025-05-07,54,54,0.02,Laptop,Online,Referral,0
C78500,1,5.0,2512.35,2512.35,502.47,10.0,2024-12-20,2024-12-20,192,192,0.01,Monitor,Online,Email,5
C78684,1,3.0,1765.32,1765.32,588.44,8.0,2024-05-20,2024-05-20,406,406,0.0,Chair,Gift Card,Google,5
C78724,1,3.0,1266.39,1266.39,422.13,7.0,2023-04-15,2023-04-15,807,807,0.0,Printer,Online,Facebook,1
C78725,1,4.0,1880.36,1880.36,470.09,4.0,2025-06-01,2025-06-01,29,29,0.03,Phone,Debit Card,Google,2
C78959,1,2.0,632.4,632.4,316.2,2.0,2023-06-06,2023-06-06,755,755,0.0,Phone,Online,Instagram,2
C79142,1,1.0,569.96,569.96,569.96,4.0,2023-04-06,2023-04-06,816,816,0.0,Laptop,Online,Email,0
C79475,1,5.0,2542.95,2542.95,508.59,8.0,2024-04-07,2024-04-07,449,449,0.0,Laptop,Cash,Facebook,5
C79506,1,2.0,746.34,746.34,373.17,6.0,2023-07-18,2023-07-18,713,713,0.0,Laptop,Credit Card,Referral,0
C79508,1,1.0,135.17,135.17,135.17,6.0,2024-06-08,2024-06-08,387,387,0.0,Printer,Online,Instagram,1
C79533,1,5.0,3008.6,3008.6,601.72,5.0,2024-04-10,2024-04-10,446,446,0.0,Laptop,Gift Card,Instagram,5
C79674,1,2.0,873.68,873.68,436.84,2.0,2023-07-13,2023-07-13,718,718,0.0,Tablet,Online,Instagram,3
C79722,1,5.0,1382.2,1382.2,276.44,10.0,2023-08-20,2023-08-20,680,680,0.0,Tablet,Gift Card,Referral,3
C79821,1,1.0,531.18,531.18,531.18,6.0,2023-02-11,2023-02-11,870,870,0.0,Chair,Gift Card,Instagram,1
C79842,1,4.0,945.64,945.64,236.41,7.0,2024-11-26,2024-11-26,216,216,0.0,Printer,Debit Card,Google,1
C79909,1,2.0,137.62,137.62,68.81,5.0,2023-08-04,2023-08-04,696,696,0.0,Printer,Gift Card,Referral,1
C80004,1,3.0,2052.42,2052.42,684.14,3.0,2023-11-18,2023-11-18,590,590,0.0,Printer,Cash,Instagram,5
C80135,1,5.0,1107.55,1107.55,221.51,5.0,2023-08-27,2023-08-27,673,673,0.0,Laptop,Cash,Referral,0
C80151,1,4.0,1723.32,1723.32,430.83,8.0,2025-06-28,2025-06-28,2,2,0.33,Tablet,Gift Card,Referral,3
C80183,1,1.0,365.57,365.57,365.57,5.0,2023-12-12,2023-12-12,566,566,0.0,Laptop,Online,Email,0
C80223,1,4.0,2651.76,2651.76,662.94,8.0,2025-04-04,2025-04-04,87,87,0.01,Desk,Cash,Instagram,5
C80416,1,5.0,1087.15,1087.15,217.43,10.0,2024-04-09,2024-04-09,447,447,0.0,Desk,Debit Card,Instagram,7
C80649,1,1.0,312.11,312.11,312.11,4.0,2025-05-03,2025-05-03,58,58,0.02,Phone,Online,Facebook,2
C80651,1,3.0,1194.51,1194.51,398.17,5.0,2023-09-26,2023-09-26,643,643,0.0,Tablet,Debit Card,Email,3
C80735,1,2.0,130.14,130.14,65.07,4.0,2023-11-04,2023-11-04,604,604,0.0,Chair,Credit Card,Google,1
C80868,1,3.0,1420.47,1420.47,473.49,7.0,2023-05-17,2023-05-17,775,775,0.0,Monitor,Credit Card,Email,6
C80872,1,5.0,1984.3,1984.3,396.86,9.0,2024-08-13,2024-08-13,321,321,0.0,Desk,Cash,Instagram,7
C80987,1,1.0,132.05,132.05,132.05,2.0,2025-03-07,2025-03-07,115,115,0.01,Laptop,Online,Google,0
C81074,1,1.0,157.72,157.72,157.72,2.0,2024-02-22,2024-02-22,494,494,0.0,Desk,Debit Card,Google,7
C81192,1,3.0,1939.02,1939.02,646.34,5.0,2024-11-12,2024-11-12,230,230,0.0,Chair,Debit Card,Google,5
C81319,1,5.0,1342.15,1342.15,268.43,5.0,2025-03-22,2025-03-22,100,100,0.01,Printer,Cash,Email,1
C81366,1,1.0,410.6,410.6,410.6,2.0,2023-01-01,2023-01-01,911,911,0.0,Monitor,Online,Referral,6
C81370,1,5.0,2532.25,2532.25,506.45,7.0,2024-12-26,2024-12-26,186,186,0.01,Monitor,Gift Card,Google,5
C81547,1,2.0,510.52,510.52,255.26,6.0,2024-01-26,2024-01-26,521,521,0.0,Phone,Credit Card,Google,2
C81573,1,1.0,36.65,36.65,36.65,1.0,2024-12-05,2024-12-05,207,207,0.0,Chair,Online,Email,1
C81726,1,4.0,2161.36,2161.36,540.34,6.0,2023-06-23,2023-06-23,738,738,0.0,Chair,Gift Card,Referral,5
C81728,1,5.0,2753.4,2753.4,550.68,8.0,2024-02-27,2024-02-27,489,489,0.0,Tablet,Credit Card,Email,5
C81840,1,4.0,2504.04,2504.04,626.01,8.0,2025-05-08,2025-05-08,53,53,0.02,Printer,Online,Email,5
C81857,1,2.0,1127.64,1127.64,563.82,3.0,2024-06-17,2024-06-17,378,378,0.0,Desk,Credit Card,Instagram,7
C81882,1,3.0,463.92,463.92,154.64,6.0,2023-11-09,2023-11-09,599,599,0.0,Chair,Debit Card,Facebook,1
C82068,1,1.0,408.13,408.13,408.13,3.0,2023-01-23,2023-01-23,889,889,0.0,Chair,Gift Card,Instagram,1
C82217,1,4.0,1717.48,1717.48,429.37,8.0,2024-10-03,2024-10-03,270,270,0.0,Phone,Credit Card,Google,2
C82313,1,3.0,197.58,197.58,65.86,8.0,2023-07-27,2023-07-27,704,704,0.0,Chair,Online,Google,1
C82318,1,1.0,528.06,528.06,528.06,2.0,2024-02-25,2024-02-25,491,491,0.0,Phone,Credit Card,Facebook,2
C82344,1,3.0,2028.63,2028.63,676.21,5.0,2024-11-10,2024-11-10,232,232,0.0,Monitor,Online,Google,6
C82399,1,1.0,158.68,158.68,158.68,6.0,2024-03-01,2024-03-01,486,486,0.0,Monitor,Credit Card,Instagram,6
C82550,1,2.0,667.66,667.66,333.83,4.0,2023-08-23,2023-08-23,677,677,0.0,Phone,Gift Card,Referral,2
C82685,1,3.0,475.98,475.98,158.66,7.0,2023-05-13,2023-05-13,779,779,0.0,Desk,Gift Card,Email,7
C82781,1,4.0,109.68,109.68,27.42,4.0,2023-04-20,2023-04-20,802,802,0.0,Monitor,Debit Card,Referral,6
C82858,1,3.0,593.91,593.91,197.97,5.0,2023-08-24,2023-08-24,676,676,0.0,Chair,Online,Google,1
C82921,1,1.0,208.36,208.36,208.36,4.0,2024-10-04,2024-10-04,269,269,0.0,Monitor,Online,Email,6
C82990,1,2.0,300.1,300.1,150.05,4.0,2023-01-02,2023-01-02,910,910,0.0,Laptop,Credit Card,Facebook,0
C83026,1,5.0,1686.9,1686.9,337.38,5.0,2023-04-09,2023-04-09,813,813,0.0,Printer,Gift Card,Referral,1
C83223,1,4.0,650.84,650.84,162.71,7.0,2024-04-18,2024-04-18,438,438,0.0,Phone,Cash,Email,2
C83492,1,1.0,664.42,664.42,664.42,6.0,2025-06-17,2025-06-17,13,13,0.07,Laptop,Gift Card,Facebook,0
C83548,1,1.0,144.25,144.25,144.25,2.0,2024-10-06,2024-10-06,267,267,0.0,Laptop,Cash,Referral,0
C83556,1,4.0,1059.16,1059.16,264.79,5.0,2024-02-03,2024-02-03,513,513,0.0,Printer,Credit Card,Google,1
C83653,1,4.0,925.04,925.04,231.26,6.0,2023-05-02,2023-05-02,790,790,0.0,Tablet,Online,Google,3
C83911,1,4.0,2799.52,2799.52,699.88,5.0,2025-06-19,2025-06-19,11,11,0.08,Tablet,Cash,Referral,5
C84041,1,2.0,1001.6,1001.6,500.8,3.0,2025-02-10,2025-02-10,140,140,0.01,Laptop,Cash,Referral,0
C84115,1,3.0,1362.87,1362.87,454.29,4.0,2024-06-13,2024-06-13,382,382,0.0,Chair,Credit Card,Google,1
C84134,1,4.0,2772.28,2772.28,693.07,8.0,2025-03-23,2025-03-23,99,99,0.01,Laptop,Online,Instagram,5
C84320,1,3.0,208.95,208.95,69.65,7.0,2023-10-14,2023-10-14,625,625,0.0,Chair,Cash,Instagram,1
C84329,1,1.0,431.44,431.44,431.44,3.0,2025-03-26,2025-03-26,96,96,0.01,Desk,Gift Card,Facebook,7
C84331,1,5.0,3223.2,3223.2,644.64,6.0,2024-02-17,2024-02-17,499,499,0.0,Chair,Gift Card,Email,5
C84480,1,5.0,2342.55,2342.55,468.51,9.0,2025-04-17,2025-04-17,74,74,0.01,Chair,Debit Card,Facebook,5
C84524,1,4.0,2071.92,2071.92,517.98,8.0,2024-06-16,2024-06-16,379,379,0.0,Printer,Cash,Facebook,5
C84563,1,2.0,472.66,472.66,236.33,3.0,2024-04-10,2024-04-10,446,446,0.0,Printer,Online,Instagram,1
C84570,1,4.0,120.2,120.2,30.05,6.0,2024-12-03,2024-12-03,209,209,0.0,Printer,Online,Facebook,1
C84630,1,5.0,2592.75,2592.75,518.55,6.0,2023-01-08,2023-01-08,904,904,0.0,Laptop,Credit Card,Instagram,5
C84645,1,2.0,822.98,822.98,411.49,4.0,2025-04-30,2025-04-30,61,61,0.02,Tablet,Credit Card,Instagram,3
C84700,1,5.0,1599.85,1599.85,319.97,7.0,2023-01-11,2023-01-11,901,901,0.0,Printer,Cash,Google,1
C84766,1,2.0,688.04,688.04,344.02,4.0,2023-08-20,2023-08-20,680,680,0.0,Desk,Online,Instagram,7
C84834,1,3.0,409.02,409.02,136.34,8.0,2024-03-27,2024-03-27,460,460,0.0,Tablet,Debit Card,Referral,3
C84888,1,1.0,51.73,51.73,51.73,1.0,2023-04-21,2023-04-21,801,801,0.0,Laptop,Debit Card,Facebook,0
C84908,1,1.0,420.26,420.26,420.26,4.0,2025-01-28,2025-01-28,153,153,0.01,Phone,Credit Card,Facebook,2
C85018,1,3.0,824.25,824.25,274.75,3.0,2024-11-06,2024-11-06,236,236,0.0,Laptop,Cash,Google,0
C85059,1,4.0,987.4,987.4,246.85,8.0,2023-04-28,2023-04-28,794,794,0.0,Laptop,Credit Card,Google,0
C85074,1,4.0,934.8,934.8,233.7,8.0,2025-03-12,2025-03-12,110,110,0.01,Laptop,Online,Facebook,0
C85282,1,5.0,3143.7,3143.7,628.74,9.0,2023-11-24,2023-11-24,584,584,0.0,Phone,Cash,Facebook,5
C85322,1,3.0,813.06,813.06,271.02,6.0,2023-05-01,2023-05-01,791,791,0.0,Monitor,Credit Card,Google,6
C85330,1,5.0,1140.45,1140.45,228.09,9.0,2025-03-02,2025-03-02,120,120,0.01,Desk,Gift Card,Facebook,7
C85421,1,3.0,1641.45,1641.45,547.15,4.0,2024-10-07,2024-10-07,266,266,0.0,Tablet,Online,Instagram,3
C85466,1,3.0,441.87,441.87,147.29,3.0,2024-10-18,2024-10-18,255,255,0.0,Desk,Gift Card,Google,7
C85520,1,4.0,1862.64,1862.64,465.66,9.0,2023-09-07,2023-09-07,662,662,0.0,Phone,Online,Email,2
C85841,1,4.0,2597.88,2597.88,649.47,8.0,2023-01-28,2023-01-28,884,884,0.0,Chair,Cash,Google,5
C85863,1,3.0,397.44,397.44,132.48,4.0,2024-02-24,2024-02-24,492,492,0.0,Printer,Online,Referral,1
C85929,1,3.0,440.73,440.73,146.91,6.0,2024-03-02,2024-03-02,485,485,0.0,Printer,Credit Card,Google,1
C85993,1,4.0,2189.28,2189.28,547.32,8.0,2023-08-13,2023-08-13,687,687,0.0,Tablet,Cash,Instagram,5
C86064,1,3.0,834.12,834.12,278.04,5.0,2023-07-06,2023-07-06,725,725,0.0,Desk,Online,Instagram,7
C86266,1,4.0,1618.32,1618.32,404.58,5.0,2024-07-24,2024-07-24,341,341,0.0,Chair,Cash,Instagram,5
C86374,1,5.0,1363.85,1363.85,272.77,7.0,2023-09-06,2023-09-06,663,663,0.0,Desk,Cash,Email,7
C86408,1,4.0,84.28,84.28,21.07,4.0,2023-02-17,2023-02-17,864,864,0.0,Tablet,Gift Card,Google,3
C86481,1,1.0,171.59,171.59,171.59,5.0,2023-07-05,2023-07-05,726,726,0.0,Phone,Credit Card,Email,2
C86524,1,2.0,732.46,732.46,366.23,2.0,2023-11-15,2023-11-15,593,593,0.0,Chair,Cash,Email,1
C86762,1,5.0,2043.65,2043.65,408.73,10.0,2024-10-18,2024-10-18,255,255,0.0,Monitor,Gift Card,Instagram,5
C86773,1,4.0,789.44,789.44,197.36,9.0,2023-06-09,2023-06-09,752,752,0.0,Phone,Gift Card,Instagram,2
C86864,1,2.0,92.72,92.72,46.36,4.0,2025-04-18,2025-04-18,73,73,0.01,Printer,Gift Card,Google,1
C87011,1,4.0,101.16,101.16,25.29,8.0,2023-02-18,2023-02-18,863,863,0.0,Monitor,Credit Card,Google,6
C87051,1,1.0,72.31,72.31,72.31,1.0,2023-05-26,2023-05-26,766,766,0.0,Printer,Gift Card,Facebook,1
C87124,1,1.0,198.51,198.51,198.51,5.0,2024-04-16,2024-04-16,440,440,0.0,Phone,Credit Card,Instagram,2
C87181,1,4.0,2619.16,2619.16,654.79,9.0,2023-07-27,2023-07-27,704,704,0.0,Desk,Cash,Referral,5
C87216,1,5.0,1580.35,1580.35,316.07,10.0,2023-03-18,2023-03-18,835,835,0.0,Tablet,Cash,Google,3
C87281,1,5.0,3243.25,3243.25,648.65,7.0,2024-01-29,2024-01-29,518,518,0.0,Laptop,Online,Referral,5
C87432,1,4.0,1208.2,1208.2,302.05,6.0,2025-06-20,2025-06-20,10,10,0.09,Chair,Debit Card,Google,1
C87448,1,1.0,450.07,450.07,450.07,6.0,2023-06-07,2023-06-07,754,754,0.0,Phone,Gift Card,Google,2
C87524,1,1.0,625.0,625.0,625.0,5.0,2025-01-23,2025-01-23,158,158,0.01,Phone,Online,Google,2
C87529,1,4.0,987.64,987.64,246.91,8.0,2025-06-09,2025-06-09,21,21,0.05,Chair,Online,Referral,1
C87547,1,4.0,380.12,380.12,95.03,8.0,2025-01-16,2025-01-16,165,165,0.01,Monitor,Online,Facebook,6
C87687,1,3.0,1137.21,1137.21,379.07,3.0,2023-12-11,2023-12-11,567,567,0.0,Laptop,Gift Card,Google,0
C87764,1,2.0,206.82,206.82,103.41,2.0,2024-02-26,2024-02-26,490,490,0.0,Tablet,Online,Referral,3
C87777,1,2.0,816.64,816.64,408.32,3.0,2024-10-08,2024-10-08,265,265,0.0,Desk,Online,Facebook,7
C87994,1,4.0,2392.76,2392.76,598.19,7.0,2023-10-05,2023-10-05,634,634,0.0,Chair,Credit Card,Email,5
C87995,1,4.0,1925.92,1925.92,481.48,5.0,2024-09-03,2024-09-03,300,300,0.0,Laptop,Gift Card,Instagram,0
C88029,1,5.0,3277.75,3277.75,655.55,5.0,2025-06-14,2025-06-14,16,16,0.06,Chair,Online,Email,5
C88036,1,5.0,1571.35,1571.35,314.27,6.0,2023-01-22,2023-01-22,890,890,0.0,Printer,Cash,Instagram,1
C88075,1,5.0,2651.7,2651.7,530.34,9.0,2024-03-11,2024-03-11,476,476,0.0,Chair,Online,Google,5
C88174,1,1.0,18.2,18.2,18.2,4.0,2023-12-29,2023-12-29,549,549,0.0,Laptop,Debit Card,Instagram,0
C88205,1,5.0,3215.15,3215.15,643.03,5.0,2024-06-19,2024-06-19,376,376,0.0,Printer,Online,Referral,5
C88304,1,2.0,768.28,768.28,384.14,2.0,2023-05-27,2023-05-27,765,765,0.0,Chair,Online,Email,1
C88348,1,3.0,604.47,604.47,201.49,4.0,2023-08-30,2023-08-30,670,670,0.0,Laptop,Credit Card,Facebook,0
C88370,1,2.0,279.9,279.9,139.95,5.0,2023-04-10,2023-04-10,812,812,0.0,Monitor,Online,Instagram,6
C88371,1,4.0,1132.64,1132.64,283.16,6.0,2024-12-25,2024-12-25,187,187,0.01,Chair,Credit Card,Google,1
C88463,1,5.0,2539.7,2539.7,507.94,9.0,2023-02-16,2023-02-16,865,865,0.0,Desk,Online,Facebook,5
C88546,1,4.0,813.84,813.84,203.46,7.0,2024-02-04,2024-02-04,512,512,0.0,Desk,Credit Card,Referral,7
C88644,1,1.0,392.61,392.61,392.61,4.0,2023-02-26,2023-02-26,855,855,0.0,Monitor,Gift Card,Referral,6
C88645,1,3.0,1751.16,1751.16,583.72,5.0,2024-03-14,2024-03-14,473,473,0.0,Monitor,Credit Card,Facebook,6
C88775,1,5.0,1989.05,1989.05,397.81,5.0,2023-08-20,2023-08-20,680,680,0.0,Monitor,Debit Card,Referral,6
C88933,1,1.0,92.04,92.04,92.04,2.0,2023-01-07,2023-01-07,905,905,0.0,Tablet,Cash,Facebook,3
C88981,1,4.0,2445.04,2445.04,611.26,5.0,2023-02-03,2023-02-03,878,878,0.0,Printer,Cash,Referral,5
C89336,1,1.0,92.79,92.79,92.79,3.0,2023-03-22,2023-03-22,831,831,0.0,Desk,Cash,Email,7
C89559,1,2.0,662.84,662.84,331.42,6.0,2023-04-08,2023-04-08,814,814,0.0,Laptop,Credit Card,Google,0
C89592,1,5.0,2547.9,2547.9,509.58,6.0,2023-10-18,2023-10-18,621,621,0.0,Laptop,Online,Instagram,5
C89674,1,2.0,1151.66,1151.66,575.83,3.0,2025-01-18,2025-01-18,163,163,0.01,Monitor,Online,Referral,6
C89732,1,1.0,406.22,406.22,406.22,5.0,2024-04-23,2024-04-23,433,433,0.0,Phone,Credit Card,Referral,2
C89822,1,1.0,410.78,410.78,410.78,1.0,2023-11-30,2023-11-30,578,578,0.0,Desk,Cash,Instagram,7
C89979,1,5.0,3170.0,3170.0,634.0,8.0,2024-06-20,2024-06-20,375,375,0.0,Phone,Gift Card,Email,5
C90110,1,1.0,418.36,418.36,418.36,5.0,2025-06-21,2025-06-21,9,9,0.1,Phone,Credit Card,Email,2
C90132,1,5.0,1304.65,1304.65,260.93,9.0,2023-06-21,2023-06-21,740,740,0.0,Printer,Online,Email,1
C90142,1,1.0,334.39,334.39,334.39,2.0,2024-07-24,2024-07-24,341,341,0.0,Desk,Credit Card,Instagram,7
C90292,1,4.0,1105.28,1105.28,276.32,5.0,2023-04-24,2023-04-24,798,798,0.0,Laptop,Online,Google,0
C90310,1,4.0,762.56,762.56,190.64,5.0,2024-12-11,2024-12-11,201,201,0.0,Tablet,Cash,Email,3
C90318,1,2.0,1259.12,1259.12,629.56,5.0,2025-02-04,2025-02-04,146,146,0.01,Desk,Gift Card,Instagram,7
C90348,1,4.0,899.0,899.0,224.75,7.0,2024-03-26,2024-03-26,461,461,0.0,Chair,Online,Facebook,1
C90350,1,2.0,367.34,367.34,183.67,6.0,2023-05-19,2023-05-19,773,773,0.0,Phone,Debit Card,Google,2
C90363,1,5.0,3044.55,3044.55,608.91,6.0,2024-06-09,2024-06-09,386,386,0.0,Chair,Gift Card,Google,5
C90431,1,2.0,844.68,844.68,422.34,4.0,2025-06-23,2025-06-23,7,7,0.12,Laptop,Credit Card,Instagram,0
C90573,1,1.0,438.93,438.93,438.93,3.0,2023-07-24,2023-07-24,707,707,0.0,Tablet,Gift Card,Referral,3
C90595,1,5.0,391.45,391.45,78.29,5.0,2025-03-14,2025-03-14,108,108,0.01,Phone,Credit Card,Referral,2
C90612,1,3.0,1103.25,1103.25,367.75,7.0,2024-01-29,2024-01-29,518,518,0.0,Chair,Cash,Facebook,1
C90757,1,4.0,1979.36,1979.36,494.84,8.0,2023-12-04,2023-12-04,574,574,0.0,Tablet,Cash,Email,5
C90852,1,3.0,1725.03,1725.03,575.01,8.0,2023-05-23,2023-05-23,769,769,0.0,Tablet,Online,Instagram,3
C90898,1,5.0,1491.95,1491.95,298.39,7.0,2024-08-04,2024-08-04,330,330,0.0,Desk,Gift Card,Referral,7
C90993,1,4.0,153.12,153.12,38.28,4.0,2024-06-08,2024-06-08,387,387,0.0,Desk,Debit Card,Facebook,7
C91029,1,4.0,2131.48,2131.48,532.87,9.0,2024-01-03,2024-01-03,544,544,0.0,Phone,Cash,Instagram,5
C91099,1,2.0,1025.3,1025.3,512.65,5.0,2024-11-06,2024-11-06,236,236,0.0,Phone,Credit Card,Email,2
C91103,1,4.0,1023.44,1023.44,255.86,7.0,2023-06-17,2023-06-17,744,744,0.0,Monitor,Credit Card,Email,6
C91123,1,4.0,1202.24,1202.24,300.56,9.0,2025-04-26,2025-04-26,65,65,0.02,Laptop,Cash,Facebook,0
C91155,2,6.0,704.8199999999999,352.40999999999997,129.01,6.5,2023-07-17,2024-09-08,714,295,0.0,Printer,Credit Card,Email,4
